X,Y,objectid,provincia,municipio,localidad,código_postal,dirección,margen,longitud,latitud,precio_gasolina_95,precio_gasóleo_a,precio_gasóleo_b,precio_bioetanol,precio_nuevo_gasóleo_a,precio_biodiesel,f__éster_metílico,f__bioalcohol,precio_gasolina_98,precio_gas_natural_comprimido,precio_gas_natural_licuado,precio_gases_licuados_del_petr,rótulo,tipo_venta,rem_,horario,horario00,z,fecha
-5.326889,40.466083,795384,ÁVILA,PIEDRAHÍTA,PIEDRAHITA,05500,"CALLE EXTRAMUROS, S/N",I,-5.326889,40.466083,1.229,1.119,,,1.119,,,,,,,,REPSOL,P,OM,M-J: 08:00-20:00,M-J: 08:00-20:00,,2017-04-12T00:00:00.000Z
-4.873278,40.802917,795385,ÁVILA,SAN PEDRO DEL ARROYO,SAN PEDRO DEL ARROYO,05350,"CALLE CALZADA, S/N",I,-4.873278,40.802917,1.239,1.129,0.889,,1.179,,,,1.359,,,,PETRONOR,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2017-04-12T00:00:00.000Z
-4.873083,40.803111,795386,ÁVILA,SAN PEDRO DEL ARROYO,SAN PEDRO DEL ARROYO,05350,"CALLE CALZADA, S/N",D,-4.873083,40.803111,1.239,1.129,0.889,,1.179,,,,1.359,,,,PETRONOR,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2017-04-12T00:00:00.000Z
-4.572917,40.876056,795387,ÁVILA,SANCHIDRIÁN,SANCHIDRIAN,05290,"N-VI km 101,3",I,-4.572917,40.876056,1.234,1.124,,,1.184,,,,1.349,,,,CEPSA,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2017-04-12T00:00:00.000Z
-5.439861,40.394611,795388,ÁVILA,SANTA MARÍA DE LOS CABALLEROS,SANTA M DE LOS CABALLEROS,05580,"CARRETERA N-110 KM. 327,600",I,-5.439861,40.394611,1.189,1.099,0.802,,1.169,,,,,,,,CEPSA,P,dm,L-M: 07:00-22:30,L-M: 07:00-22:30,,2017-04-12T00:00:00.000Z
-4.909028,40.55325,795389,ÁVILA,SOLOSANCHO,SOLOSANCHO,05130,"CARRETERA N-502 KM. 21,200",D,-4.909028,40.55325,1.219,1.109,0.859,,1.169,,,,1.339,,,,REPSOL - SAN ROMAN,P,dm,L: 07:00-00:00,L: 07:00-00:00,,2017-04-12T00:00:00.000Z
-4.579417,40.293194,795390,ÁVILA,SOTILLO DE LA ADRADA,SOTILLO DE LA ADRADA,05420,"CALLE DOCTOR DIAZ PALACIOS, S,N",I,-4.579417,40.293194,1.219,1.129,,,1.189,,,,1.334,,,,CEPSA,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00,,2017-04-12T00:00:00.000Z
-4.493583,40.409667,795391,ÁVILA,TIEMBLO (EL),TIEMBLO (EL),05270,"CTRA. N-403-A, PK. km 90",N,-4.493583,40.409667,1.174,1.069,,,,,,,1.289,,,,SARAS,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2017-04-12T00:00:00.000Z
-4.966528,40.592361,795392,ÁVILA,TORRE (LA),TORRE (LA),05540,CARRETERA N110 KM. 280,D,-4.966528,40.592361,1.169,1.039,,,1.109,,,,,,,,GASLOWCOST,P,dm,L-D: 24H,L-D: 24H,,2017-04-12T00:00:00.000Z
-4.629861,40.843028,795393,ÁVILA,VELAYOS,VELAYOS,05292,"CARRETERA N-403 AVILA - VALLADOLID KM. 22,500",D,-4.629861,40.843028,1.219,1.119,,,1.214,,,,1.379,,,,BP,P,dm,L: 07:00-21:30,L: 07:00-21:30,,2017-04-12T00:00:00.000Z
-4.849111,41.042333,795394,ÁVILA,VILLANUEVA DEL ACERAL,VILLANUEVA DEL ACERAL,05212,CARRETERA C-605 KM. 72,I,-4.849111,41.042333,1.235,1.119,,,1.179,,,,1.345,,,,"LAS CORREHUELAS, S.L",P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2017-04-12T00:00:00.000Z
-5.625139,39.084861,795395,BADAJOZ,ACEDERA,GUADALPERALES (LOS),06713,"PLAZA DE LA IGLESIA, S/N",N,-5.625139,39.084861,,1.012,0.669,,,,,,,,,,COOP.GUADALPERALES,P,dm,L-D: 24H,L-D: 24H,,2017-04-12T00:00:00.000Z
-6.4955,38.643611,795396,BADAJOZ,ACEUCHAL,ACEUCHAL,06207,"CALLE PADRON DE SAN ANTONIO, S/N",D,-6.4955,38.643611,,1.084,0.724,,,,,,,,,,LA SOLEDAD,P,dm,L-D: 24H,L-D: 24H,,2017-04-12T00:00:00.000Z
-6.4872,38.640543,795397,BADAJOZ,ACEUCHAL,ACEUCHAL,06207,"C-423 km 40,6",I,-6.4872,38.640543,1.289,1.179,,,1.179,,,,,,,,CAMPSA,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00,,2017-04-12T00:00:00.000Z
-5.865083,38.264417,795398,BADAJOZ,AHILLONES,AHILLONES,06940,CARRETERA NACIONAL 435 KM. 127,I,-5.865083,38.264417,1.254,1.109,0.879,,,,,,,,,,IBERDOEX,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00,,2017-04-12T00:00:00.000Z
-6.261611,38.792417,795399,BADAJOZ,ALANGE,ALANGE,06840,"CARRETERA BA089 KM. 42,700",N,-6.261611,38.792417,1.199,1.079,0.779,,,,,,,,,,HNOS GUILLEN MONTERO S.A.L.,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00,,2017-04-12T00:00:00.000Z
-6.820583,38.713111,795400,BADAJOZ,ALBUERA (LA),ALBUERA (LA),06170,"CARRETERA CR N-435 KM. 22,50",N,-6.820583,38.713111,1.249,1.139,,,1.209,,,,,,,,REPSOL,P,OM,"L-S: 07:00-22:00; D: 07:00-14:30","L-S: 07:00-22:00; D: 07:00-14:30",,2017-04-12T00:00:00.000Z
-6.854917,38.7635,795401,BADAJOZ,ALBUERA (LA),ALBUERA (LA),06170,"CARRETERA N-432 KM. 15,98",D,-6.854917,38.7635,1.293,1.149,,,1.209,,,,1.408,,,,CEPSA,P,OM,L-D: 07:00-22:50,L-D: 07:00-22:50,,2017-04-12T00:00:00.000Z
-7.00725,39.218583,795402,BADAJOZ,ALBURQUERQUE,ALBURQUERQUE,06510,"CARRETERA CTRA. N-530 KM. 33,00",N,-7.00725,39.218583,1.269,1.149,,,1.209,,,,,,,,GALP,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2017-04-12T00:00:00.000Z
-6.997528,39.198917,795403,BADAJOZ,ALBURQUERQUE,ALBURQUERQUE,06501,"CARRETERA EX-110 KM. 34,60",D,-6.997528,39.198917,1.279,1.149,0.879,,1.239,,,,,,,,REPSOL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2017-04-12T00:00:00.000Z
-7.06775,38.516333,795404,BADAJOZ,ALCONCHEL,ALCONCHEL,06131,"EX-107 km 43,5",I,-7.06775,38.516333,1.269,1.164,0.796,,1.224,,,,1.384,,,,CEPSA,P,dm,L: 08:00-20:00,L: 08:00-20:00,,2017-04-12T00:00:00.000Z
-6.81775,38.614778,795405,BADAJOZ,ALMENDRAL,ALMENDRAL,06171,"CR N-435, 34,8",D,-6.81775,38.614778,1.259,1.139,0.789,,1.189,,,,,,,,REPSOL,P,dm,L: 07:00-23:00,L: 07:00-23:00,,2017-04-12T00:00:00.000Z
-6.390167,38.672389,795406,BADAJOZ,ALMENDRALEJO,ALMENDRALEJO,06200,"AVENIDA DE SEVILLA, 140",D,-6.390167,38.672389,1.17,1.03,,,1.08,,,,1.27,,,,E.LECLERC,P,dm,L-D: 24H,L-D: 24H,,2017-04-12T00:00:00.000Z
-6.390583,38.740472,795407,BADAJOZ,ALMENDRALEJO,ALMENDRALEJO,06200,"CARRETERA N-630 KM. 643,915",I,-6.390583,38.740472,1.28,1.16,,,,,,,1.4,,,,0,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00,,2017-04-12T00:00:00.000Z
-6.408778,38.692139,795408,BADAJOZ,ALMENDRALEJO,ALMENDRALEJO,06200,"CALLE ELECTRTICIDAD, S/N",D,-6.408778,38.692139,1.248,1.139,,,1.209,,,,,,,,E.S. ANTÚNEZ (SARAS),P,dm,L-D: 06:00-22:30,L-D: 06:00-22:30,,2017-04-12T00:00:00.000Z
-6.393389,38.677167,795409,BADAJOZ,ALMENDRALEJO,ALMENDRALEJO,06200,"CARRETERA GIJON-SEVILLA KM. 651,8",I,-6.393389,38.677167,1.16,1.03,,,,,,,,,,,GASO 10,P,dm,"L-S: 06:30-22:30; D: 08:00-20:00","L-S: 06:30-22:30; D: 08:00-20:00",,2017-04-12T00:00:00.000Z
-6.391006,38.687376,795410,BADAJOZ,ALMENDRALEJO,ALMENDRALEJO,06200,"CTRA DE ALANGE  EX 105-R, KM km 1,9",D,-6.391006,38.687376,1.21,1.09,,,,,,,1.29,,,,E. S. SAN ISIDRO,P,dm,L: 06:00-22:00,L: 06:00-22:00,,2017-04-12T00:00:00.000Z
-6.397583,38.710889,795411,BADAJOZ,ALMENDRALEJO,ALMENDRALEJO,06200,CARRETERA GIJON-SEVILLA KM. 648,I,-6.397583,38.710889,1.269,1.159,,,1.219,,,,1.409,,,,CEPSA,P,dm,L-D: 24H,L-D: 24H,,2017-04-12T00:00:00.000Z
-6.429722,38.687389,795412,BADAJOZ,ALMENDRALEJO,ALMENDRALEJO,06200,"AVENIDA AVDA DE ARUA, 1, ",D,-6.429722,38.687389,1.215,1.125,,,,,,,,,,,AQUOIL,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00,,2017-04-12T00:00:00.000Z
-6.408139,38.695361,795413,BADAJOZ,ALMENDRALEJO,ALMENDRALEJO,06200,"CALLE CONSTRUCCION, SN",N,-6.408139,38.695361,,1.119,,,,,,,,,,,SETTRAN,P,dm,L-D: 24H,L-D: 24H,,2017-04-12T00:00:00.000Z
-6.422972,38.677528,795414,BADAJOZ,ALMENDRALEJO,ALMENDRALEJO,06200,CTRA.ACEUCHAL S/N (CTRA.DON BENITO-OLIVENZA C-243 km 71.425),D,-6.422972,38.677528,1.259,1.129,0.825,,1.225,,,,1.415,,,,GASOLINERA SAN ROQUE,P,dm,L-D: 06:00-23:00,L-D: 06:00-23:00,,2017-04-12T00:00:00.000Z
-6.405556,38.691944,795415,BADAJOZ,ALMENDRALEJO,ALMENDRALEJO,06200,CARRETERA GIJÓN-SEVILLA KM. 38,D,-6.405556,38.691944,1.159,1.019,,,,,,,,,,,LOW COST LOS POZUELOS,P,dm,L-D: 24H,L-D: 24H,,2017-04-12T00:00:00.000Z
-6.411306,38.693806,795416,BADAJOZ,ALMENDRALEJO,ALMENDRALEJO,06200,"CALLE MECANICA, 12",N,-6.411306,38.693806,1.199,1.058,,,1.128,,,,,,,,SHELL,P,OM,L-D: 24H,L-D: 24H,,2017-04-12T00:00:00.000Z
-6.417806,38.687056,795417,BADAJOZ,ALMENDRALEJO,ALMENDRALEJO,06200,CARRETERA BADAJOZ KM. S/N,I,-6.417806,38.687056,1.289,1.169,0.818,,1.169,,,,1.369,,,,REPSOL,P,OM,L-D: 06:30-22:00,L-D: 06:30-22:00,,2017-04-12T00:00:00.000Z
-6.393417,38.676944,795418,BADAJOZ,ALMENDRALEJO,ALMENDRALEJO,06200,CARRETERA CR.GIJON SEVILLA KM651 KM. 651,D,-6.393417,38.676944,1.289,1.169,,,1.169,,,,1.369,,,,REPSOL,P,OM,L-D: 06:30-22:00,L-D: 06:30-22:00,,2017-04-12T00:00:00.000Z
-6.455306,38.858139,795419,BADAJOZ,ARROYO DE SAN SERVÁN,ARROYO DE SAN SERVAN,06850,"AVENIDA EXTREMADURA, S/N",D,-6.455306,38.858139,1.295,1.155,0.818,,,,,,,,,,REPSOL,P,OM,L-S: 06:00-22:00,L-S: 06:00-22:00,,2017-04-12T00:00:00.000Z
-6.454028,38.851639,795420,BADAJOZ,ARROYO DE SAN SERVÁN,ARROYO DE SAN SERVAN,06850,"C/ ENCARNACION, S/N",D,-6.454028,38.851639,,1.035,0.641,,,,,,,,,,COOP. PERALES,P,dm,L-D: 24H,L-D: 24H,,2017-04-12T00:00:00.000Z
-5.694639,38.260833,795421,BADAJOZ,AZUAGA,AZUAGA,06920,"CALLE MINA LA OSCURIDAD, 61",D,-5.694639,38.260833,1.199,1.089,,,,,,,,,,,BURBUJAS,P,dm,L-D: 24H,L-D: 24H,,2017-04-12T00:00:00.000Z
-5.677333,38.275139,795422,BADAJOZ,AZUAGA,AZUAGA,06920,"CARRETERA BADAJOZ-GRANADA KM. 146,7",D,-5.677333,38.275139,1.199,1.119,0.818,,1.215,,,,1.375,,,,SEA,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00,,2017-04-12T00:00:00.000Z
-5.684944,38.261556,795423,BADAJOZ,AZUAGA,AZUAGA,06920,"AVENIDA ESTALAJES, S,N",I,-5.684944,38.261556,1.279,1.159,,,1.159,,,,1.339,,,,REPSOL,P,OM,L-D: 07:00-22:00,L-D: 07:00-22:00,,2017-04-12T00:00:00.000Z
-6.831361,38.939917,795424,BADAJOZ,BADAJOZ,NOVELDA DEL GUADIANA,06183,"CALLE AIRE, S/N",N,-6.831361,38.939917,,1.055,0.633,,,,,,,,,,S. COOP. AGRICOLA DE COLONOS DE NOVELDA,P,dm,L-D: 24H,L-D: 24H,,2017-04-12T00:00:00.000Z
-6.989556,38.900389,795425,BADAJOZ,BADAJOZ,BADAJOZ,06006,"POLIGONO INDUSTRIAL EL NEVERO, 17",D,-6.989556,38.900389,1.135,0.985,,,,,,,,,,,AREA SAN MARTIN,P,dm,L-D: 24H,L-D: 24H,,2017-04-12T00:00:00.000Z
-6.966111,38.846028,795426,BADAJOZ,BADAJOZ,BADAJOZ,06010,CR BA-200 K.M.  3.2,N,-6.966111,38.846028,1.259,1.139,,,1.219,,,,1.399,,,,LAS VAGUADAS  S.A.L. (BP),P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2017-04-12T00:00:00.000Z
-6.932639,38.883861,795427,BADAJOZ,BADAJOZ,BADAJOZ,06080,CARRETERA BA-20 KM. 1,I,-6.932639,38.883861,1.138,0.988,,,,,,,,,,,NUBEX,P,dm,L-D: 24H,L-D: 24H,,2017-04-12T00:00:00.000Z
-6.967556,38.850944,795428,BADAJOZ,BADAJOZ,BADAJOZ,06010,CARRETERA VALVERDE DE LEGANES KM. ,D,-6.967556,38.850944,1.229,1.129,,,1.209,,,,1.399,,,,BP SANCHA BRAVA,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2017-04-12T00:00:00.000Z
-6.693472,38.923306,795429,BADAJOZ,BADAJOZ,GUADIANA DEL CAUDILLO,06186,"PROLONGACIO/PROLONGACIÓN RONDA OESTE, S/N",N,-6.693472,38.923306,,1.049,0.659,,,,,,,,,,SAN VALERIANO EXTREMEÑO SCL,P,dm,L-D: 24H,L-D: 24H,,2017-04-12T00:00:00.000Z
-6.938556,38.848639,795430,BADAJOZ,BADAJOZ,BADAJOZ,06011,"CR N-432, 3,5",I,-6.938556,38.848639,1.269,1.149,,,1.239,,,,1.419,,,,REPSOL,P,dm,L: 07:00-23:00,L: 07:00-23:00,,2017-04-12T00:00:00.000Z
-6.996278,38.894833,795431,BADAJOZ,BADAJOZ,BADAJOZ,06006,"CALLE JERONIMO DE VALENCIA, 11",N,-6.996278,38.894833,1.173,1.039,,,,,,,1.315,,,,"E.S. NEVERO, S.L.",P,dm,L-D: 24H,L-D: 24H,,2017-04-12T00:00:00.000Z
-6.987611,38.895667,795432,BADAJOZ,BADAJOZ,BADAJOZ,06006,"CALLE NEVERO QUINCE, 57",D,-6.987611,38.895667,1.149,1.029,,,,,,,,,,,ADS,P,dm,L-D: 24H,L-D: 24H,,2017-04-12T00:00:00.000Z
-6.974528,38.866139,795433,BADAJOZ,BADAJOZ,BADAJOZ,06010,"CALLE VICENTE DELGADO ALGABA, S/N",N,-6.974528,38.866139,1.259,1.139,,,1.189,,,,,,,,REPSOL,P,dm,L: 07:00-22:00,L: 07:00-22:00,,2017-04-12T00:00:00.000Z
-6.998778,38.892222,795434,BADAJOZ,BADAJOZ,BADAJOZ,06011,"CALLE FEDERICO MAYOR ZARAGOZA, S/N",D,-6.998778,38.892222,1.185,1.059,,,,,,,,,,,PETROMODE,P,dm,L-D: 24H,L-D: 24H,,2017-04-12T00:00:00.000Z
-6.945861,38.877889,795435,BADAJOZ,BADAJOZ,BADAJOZ,06008,"CARRETERA N-5 KM. 401,800",I,-6.945861,38.877889,1.269,1.149,,,1.225,,,,1.375,,,,REPSOL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2017-04-12T00:00:00.000Z
-6.953,38.874611,795436,BADAJOZ,BADAJOZ,BADAJOZ,06009,"CALLE CORTE DE PELEAS, 114",D,-6.953,38.874611,1.149,0.999,,,,,,,,,,,IBERDOEX,P,dm,L-D: 24H,L-D: 24H,,2017-04-12T00:00:00.000Z
-6.990056,38.858611,795437,BADAJOZ,BADAJOZ,BADAJOZ,06010,"AVENIDA LUIS MOVILLA, 2",D,-6.990056,38.858611,1.279,1.159,,,1.239,,,,1.389,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2017-04-12T00:00:00.000Z
-6.971306,38.874333,795438,BADAJOZ,BADAJOZ,BADAJOZ,06004,"PLAZA PLAZA DEL PILAR, S/N, S/N",N,-6.971306,38.874333,1.279,1.159,,,1.239,,,,,,,,REPSOL,P,dm,"L-S: 07:00-21:00; D: 07:00-14:00","L-S: 07:00-21:00; D: 07:00-14:00",,2017-04-12T00:00:00.000Z
-6.966083,38.906167,795439,BADAJOZ,BADAJOZ,BADAJOZ,06006,"CARRETERA EX-100 KM. 85,600",I,-6.966083,38.906167,1.299,1.169,,,1.239,,,,1.379,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2017-04-12T00:00:00.000Z
-6.964972,38.906278,795440,BADAJOZ,BADAJOZ,BADAJOZ,06006,"CTRA. EX-100 km 85,6",D,-6.964972,38.906278,1.299,1.169,,,1.239,,,,,,,,REPSOL,P,dm,L-D: 06:30-22:30,L-D: 06:30-22:30,,2017-04-12T00:00:00.000Z
-6.961944,38.87875,795441,BADAJOZ,BADAJOZ,BADAJOZ,06008,"AVENIDA RICARDO CARAPETO, 2",D,-6.961944,38.87875,1.295,1.159,,,1.159,,,,1.335,,,,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2017-04-12T00:00:00.000Z
-6.963917,38.881639,795442,BADAJOZ,BADAJOZ,BADAJOZ,06008,"AVENIDA CIRCUNVALACION, SN",D,-6.963917,38.881639,1.295,1.159,,,1.159,,,,1.335,,,,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2017-04-12T00:00:00.000Z
-6.944972,38.921361,795443,BADAJOZ,BADAJOZ,GEVORA,06180,"CARRETERA EX-100 KM. 82,9",I,-6.944972,38.921361,1.293,1.149,,,1.209,,,,1.408,,,,CEPSA,P,OM,L-D: 06:00-00:00,L-D: 06:00-00:00,,2017-04-12T00:00:00.000Z
-6.921111,38.887806,795444,BADAJOZ,BADAJOZ,BADAJOZ,06008,"CTRA. N-V, KM km 395,7",N,-6.921111,38.887806,1.219,1.069,,,1.119,,,,1.349,,,,SARAS,P,OM,"L-S: 07:00-22:00; D: 08:00-22:00","L-S: 07:00-22:00; D: 08:00-22:00",,2017-04-12T00:00:00.000Z
